@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute bow_accel numeric
@attribute bow_accel2 {0,1,2,3,4,5}
@attribute volume numeric
@attribute volume2 {0,1,2,3,4,5}
@attribute notes numeric
@attribute notes2 {0,1,2,3,4,5}

@data
18291,'2024/04/24 13:53:52:957',23,0,0,0,0,0,0,-24,74,10465.136719,?,?,?,?,0.93,1
18292,'2024/04/24 13:53:52:959',23,0,0,0,0,0,0,-24,74,10465.136719,?,?,?,?,0.93,1
18293,'2024/04/24 13:53:52:980',23,0,0,0,0,0,0,-24,74,10465.136719,?,?,?,?,0.93,1
18294,'2024/04/24 13:53:52:982',23,0,0,0,0,0,0,-24,74,10465.136719,?,?,?,?,0.93,1
18295,'2024/04/24 13:53:52:985',23,0,0,0,0,0,0,-26,74,10465.136719,?,?,?,?,0.93,1
18296,'2024/04/24 13:53:53:003',23,0,0,0,0,0,0,-26,74,10465.136719,?,?,?,?,0.93,1
18297,'2024/04/24 13:53:53:005',23,0,0,0,0,0,0,-26,74,10465.136719,?,?,?,?,0.93,1
18298,'2024/04/24 13:53:53:006',23,0,0,0,0,0,0,-24,74,10465.136719,?,?,?,?,0.93,1
18299,'2024/04/24 13:53:53:025',23,0,0,0,0,0,0,-26,74,10465.136719,?,?,?,?,0.93,1
18300,'2024/04/24 13:53:53:026',23,0,0,0,0,0,0,-26,74,10465.136719,?,?,?,?,0.93,1
18301,'2024/04/24 13:53:53:028',23,0,0,0,0,0,0,-26,74,10465.136719,?,?,?,?,0.93,1
18302,'2024/04/24 13:53:53:049',23,0,0,0,0,0,0,-26,74,10465.136719,?,?,?,?,0.93,1
18303,'2024/04/24 13:53:53:052',23,0,0,0,0,0,0,-26,74,10465.136719,?,?,?,?,0.93,1
18304,'2024/04/24 13:53:53:073',23,0,0,0,0,0,0,-26,74,10465.136719,?,?,?,?,0.93,1
18305,'2024/04/24 13:53:53:075',23,0,0,0,0,0,0,-26,74,10465.136719,?,?,?,?,0.93,1
18306,'2024/04/24 13:53:53:096',23,0,0,0,0,0,0,-26,74,10465.136719,?,?,?,?,0.93,1
18307,'2024/04/24 13:53:53:098',23,0,0,0,0,0,0,-26,74,10465.136719,?,?,?,?,0.93,1
18308,'2024/04/24 13:53:53:105',23,0,0,0,0,0,0,-23,74,10465.136719,?,?,?,?,0.93,1
18309,'2024/04/24 13:53:53:119',23,0,0,0,0,0,0,-23,74,10465.136719,?,?,?,?,0.93,1
18310,'2024/04/24 13:53:53:121',23,0,0,0,0,0,0,-23,74,10465.136719,?,?,?,?,0.93,1
18311,'2024/04/24 13:53:53:142',23,0,0,0,0,0,0,-23,74,10465.136719,?,?,?,?,0.93,1
18312,'2024/04/24 13:53:53:145',23,0,0,0,0,0,0,-23,74,10465.136719,?,?,?,?,0.93,1
18313,'2024/04/24 13:53:53:165',23,0,0,0,0,0,0,-23,74,10465.136719,?,?,?,?,0.93,1
18314,'2024/04/24 13:53:53:168',23,0,0,0,0,0,0,-23,74,10465.136719,?,?,?,?,0.93,1
18315,'2024/04/24 13:53:53:170',23,0,0,0,0,0,0,-23,57,10465.136719,?,?,?,?,0.93,1
18316,'2024/04/24 13:53:53:189',23,0,0,0,0,0,0,-23,57,10465.136719,?,?,?,?,0.93,1
18317,'2024/04/24 13:53:53:190',23,0,0,0,0,0,0,-23,69,10465.136719,?,?,?,?,0.93,1
18318,'2024/04/24 13:53:53:191',23,0,0,0,0,0,0,-23,57,10465.136719,?,?,?,?,0.93,1
18319,'2024/04/24 13:53:53:191',23,0,0,0,0,0,0,-23,57,10465.136719,?,?,?,?,0.93,1
18320,'2024/04/24 13:53:53:192',23,0,0,0,0,0,0,-23,69,10465.136719,?,?,?,?,0.93,1
18321,'2024/04/24 13:53:53:193',23,0,0,0,0,0,0,-23,57,10465.136719,?,?,?,?,0.93,1
18322,'2024/04/24 13:53:53:205',23,0,0,0,0,0,0,-21,57,10465.136719,?,?,?,?,0.93,1
18323,'2024/04/24 13:53:53:212',23,0,0,0,0,0,0,-21,57,10465.136719,?,?,?,?,0.93,1
18324,'2024/04/24 13:53:53:213',23,0,0,0,0,0,0,-21,69,10465.136719,?,?,?,?,0.93,1
18325,'2024/04/24 13:53:53:214',23,0,0,0,0,0,0,-21,57,10465.136719,?,?,?,?,0.93,1
18326,'2024/04/24 13:53:53:214',23,0,0,0,0,0,0,-21,57,10465.136719,?,?,?,?,0.93,1
18327,'2024/04/24 13:53:53:235',23,0,0,0,0,0,0,-21,57,10465.136719,?,?,?,?,0.93,1
18328,'2024/04/24 13:53:53:237',23,0,0,0,0,0,0,-21,57,10465.136719,?,?,?,?,0.93,1
18329,'2024/04/24 13:53:53:238',23,0,0,0,0,0,0,-21,69,10465.136719,?,?,?,?,0.93,1
18330,'2024/04/24 13:53:53:239',23,0,0,0,0,0,0,-21,57,10465.136719,?,?,?,?,0.93,1
18331,'2024/04/24 13:53:53:245',23,0,0,0,0,0,0,-23,57,10465.136719,?,?,?,?,0.93,1
18332,'2024/04/24 13:53:53:258',23,0,0,0,0,0,0,-23,57,10465.136719,?,?,?,?,0.93,1
18333,'2024/04/24 13:53:53:260',23,0,0,0,0,0,0,-23,69,10465.136719,?,?,?,?,0.93,1
18334,'2024/04/24 13:53:53:261',23,0,0,0,0,0,0,-23,57,10465.136719,?,?,?,?,0.93,1
18335,'2024/04/24 13:53:53:261',23,0,0,0,0,0,0,-23,57,10465.136719,?,?,?,?,0.93,1
18336,'2024/04/24 13:53:53:262',23,0,0,0,0,0,0,-23,69,10465.136719,?,?,?,?,0.93,1
18337,'2024/04/24 13:53:53:263',23,0,0,0,0,0,0,-23,57,10465.136719,?,?,?,?,0.93,1
18338,'2024/04/24 13:53:53:282',23,0,0,0,0,0,0,-23,57,10465.136719,?,?,?,?,0.93,1
18339,'2024/04/24 13:53:53:283',23,0,0,0,0,0,0,-23,69,10465.136719,?,?,?,?,0.93,1
18340,'2024/04/24 13:53:53:285',23,0,0,0,0,0,0,-23,57,10465.136719,?,?,?,?,0.93,1
18341,'2024/04/24 13:53:53:285',23,0,0,0,0,0,0,-23,57,10465.136719,?,?,?,?,0.93,1
18342,'2024/04/24 13:53:53:286',23,0,0,0,0,0,0,-23,69,10465.136719,?,?,?,?,0.93,1
18343,'2024/04/24 13:53:53:287',23,0,0,0,0,0,0,-23,57,10465.136719,?,?,?,?,0.93,1
18344,'2024/04/24 13:53:53:305',23,0,0,0,0,0,0,-23,57,10465.136719,?,?,?,?,0.93,1
18345,'2024/04/24 13:53:53:305',23,0,0,0,0,0,0,-21,57,10465.136719,?,?,?,?,0.93,1
18346,'2024/04/24 13:53:53:307',23,0,0,0,0,0,0,-21,69,10465.136719,?,?,?,?,0.93,1
18347,'2024/04/24 13:53:53:308',23,0,0,0,0,0,0,-21,57,10465.136719,?,?,?,?,0.93,1
18348,'2024/04/24 13:53:53:308',23,0,0,0,0,0,0,-21,57,10465.136719,?,?,?,?,0.93,1
18349,'2024/04/24 13:53:53:309',23,0,0,0,0,0,0,-21,69,10465.136719,?,?,?,?,0.93,1
18350,'2024/04/24 13:53:53:310',23,0,0,0,0,0,0,-21,57,10465.136719,?,?,?,?,0.93,1
18351,'2024/04/24 13:53:53:325',23,0,0,0,0,0,0,-24,57,10465.136719,?,?,?,?,0.93,1
18352,'2024/04/24 13:53:53:328',23,0,0,0,0,0,0,-24,57,10465.136719,?,?,?,?,0.93,1
18353,'2024/04/24 13:53:53:329',23,0,0,0,0,0,0,-24,69,10465.136719,?,?,?,?,0.93,1
18354,'2024/04/24 13:53:53:330',23,0,0,0,0,0,0,-24,69,10465.136719,?,?,?,?,0.93,1
18355,'2024/04/24 13:53:53:351',23,0,0,0,0,0,0,-24,69,10465.136719,?,?,?,?,0.93,1
18356,'2024/04/24 13:53:53:354',23,0,0,0,0,0,0,-24,69,10465.136719,?,?,?,?,0.93,1
18357,'2024/04/24 13:53:53:374',23,0,0,0,0,0,0,-24,69,10465.136719,?,?,?,?,0.93,1
18358,'2024/04/24 13:53:53:376',23,0,0,0,0,0,0,-24,69,10465.136719,?,?,?,?,0.93,1
18359,'2024/04/24 13:53:53:385',23,0,0,0,0,0,0,-18,69,10465.136719,?,?,?,?,0.93,1
18360,'2024/04/24 13:53:53:398',23,0,0,0,0,0,0,-18,69,10465.136719,?,?,?,?,0.93,1
18361,'2024/04/24 13:53:53:399',23,0,0,0,0,0,0,-18,57,10465.136719,?,?,?,?,0.93,1
18362,'2024/04/24 13:53:53:400',23,0,0,0,0,0,0,-18,57,10465.136719,?,?,?,?,0.93,1
18363,'2024/04/24 13:53:53:402',23,0,0,0,0,0,0,-18,69,10465.136719,?,?,?,?,0.93,1
18364,'2024/04/24 13:53:53:405',23,0,0,0,0,0,0,-20,69,10465.136719,?,?,?,?,0.93,1
18365,'2024/04/24 13:53:53:421',23,0,0,0,0,0,0,-20,69,10465.136719,?,?,?,?,0.93,1
18366,'2024/04/24 13:53:53:422',23,0,0,0,0,0,0,-20,57,10465.136719,?,?,?,?,0.93,1
18367,'2024/04/24 13:53:53:423',23,0,0,0,0,0,0,-20,69,10465.136719,?,?,?,?,0.93,1
18368,'2024/04/24 13:53:53:423',23,0,0,0,0,0,0,-20,69,10465.136719,?,?,?,?,0.93,1
18369,'2024/04/24 13:53:53:424',23,0,0,0,0,0,0,-20,57,10465.136719,?,?,?,?,0.93,1
18370,'2024/04/24 13:53:53:425',23,0,0,0,0,0,0,-20,69,10465.136719,?,?,?,?,0.93,1
18371,'2024/04/24 13:53:53:425',23,0,0,0,0,0,0,-24,69,10465.136719,?,?,?,?,0.93,1
18372,'2024/04/24 13:53:53:444',23,0,0,0,0,0,0,-24,69,10465.136719,?,?,?,?,0.93,1
18373,'2024/04/24 13:53:53:447',23,0,0,0,0,0,0,-24,69,10465.136719,?,?,?,?,0.93,1
18374,'2024/04/24 13:53:53:465',23,0,0,0,0,0,0,-28,69,10465.136719,?,?,?,?,0.93,1
18375,'2024/04/24 13:53:53:467',23,0,0,0,0,0,0,-28,69,10465.136719,?,?,?,?,0.93,1
18376,'2024/04/24 13:53:53:470',23,0,0,0,0,0,0,-28,69,10465.136719,?,?,?,?,0.93,1
18377,'2024/04/24 13:53:53:485',23,0,0,0,0,0,0,-25,69,10465.136719,?,?,?,?,0.93,1
18378,'2024/04/24 13:53:53:490',23,0,0,0,0,0,0,-25,69,10465.136719,?,?,?,?,0.93,1
18379,'2024/04/24 13:53:53:492',23,0,0,0,0,0,0,-25,69,10465.136719,?,?,?,?,0.93,1
18380,'2024/04/24 13:53:53:514',23,0,0,0,0,0,0,-25,69,10465.136719,?,?,?,?,0.93,1
18381,'2024/04/24 13:53:53:517',23,0,0,0,0,0,0,-25,69,10465.136719,?,?,?,?,0.93,1
18382,'2024/04/24 13:53:53:538',23,0,0,0,0,0,0,-25,69,10465.136719,?,?,?,?,0.93,1
18383,'2024/04/24 13:53:53:540',23,0,0,0,0,0,0,-25,69,10465.136719,?,?,?,?,0.93,1
18384,'2024/04/24 13:53:53:560',23,0,0,0,0,0,0,-25,69,10465.136719,?,?,?,?,0.93,1
18385,'2024/04/24 13:53:53:563',23,0,0,0,0,0,0,-25,69,10465.136719,?,?,?,?,0.93,1
18386,'2024/04/24 13:53:53:583',23,0,0,0,0,0,0,-25,69,10465.136719,?,?,?,?,0.93,1
18387,'2024/04/24 13:53:53:586',23,0,0,0,0,0,0,-25,69,10465.136719,?,?,?,?,0.93,1
18388,'2024/04/24 13:53:53:607',23,0,0,0,0,0,0,-25,69,10465.136719,?,?,?,?,0.93,1
18389,'2024/04/24 13:53:53:611',23,0,0,0,0,0,0,-25,69,10465.136719,?,?,?,?,0.93,1
18390,'2024/04/24 13:53:53:630',23,0,0,0,0,0,0,-25,69,10465.136719,?,?,?,?,0.93,1
18391,'2024/04/24 13:53:53:632',23,0,0,0,0,0,0,-25,69,10465.136719,?,?,?,?,0.93,1
18392,'2024/04/24 13:53:53:653',23,0,0,0,0,0,0,-25,69,10465.136719,?,?,?,?,0.93,1
18393,'2024/04/24 13:53:53:655',23,0,0,0,0,0,0,-25,69,10465.136719,?,?,?,?,0.93,1
18394,'2024/04/24 13:53:53:676',23,0,0,0,0,0,0,-25,69,10465.136719,?,?,?,?,0.93,1
18395,'2024/04/24 13:53:53:679',23,0,0,0,0,0,0,-25,69,10465.136719,?,?,?,?,0.93,1
18396,'2024/04/24 13:53:53:685',23,0,0,0,0,0,0,-27,69,10465.136719,?,?,?,?,0.93,1
18397,'2024/04/24 13:53:53:700',23,0,0,0,0,0,0,-27,69,10465.136719,?,?,?,?,0.93,1
18398,'2024/04/24 13:53:53:702',23,0,0,0,0,0,0,-27,69,10465.136719,?,?,?,?,0.93,1
18399,'2024/04/24 13:53:53:705',23,0,0,0,0,0,0,-32,69,10465.136719,?,?,?,?,0.93,1
18400,'2024/04/24 13:53:53:723',23,0,0,0,0,0,0,-32,69,10465.136719,?,?,?,?,0.93,1
18401,'2024/04/24 13:53:53:725',23,0,0,0,0,0,0,-32,69,10465.136719,?,?,?,?,0.93,1
18402,'2024/04/24 13:53:53:747',23,0,0,0,0,0,0,-32,69,10465.136719,?,?,?,?,0.93,1
18403,'2024/04/24 13:53:53:748',23,0,0,0,0,0,0,-32,69,10465.136719,?,?,?,?,0.93,1
18404,'2024/04/24 13:53:53:769',23,0,0,0,0,0,0,-32,69,10465.136719,?,?,?,?,0.93,1
18405,'2024/04/24 13:53:53:772',23,0,0,0,0,0,0,-32,69,10465.136719,?,?,?,?,0.93,1
18406,'2024/04/24 13:53:53:785',23,0,0,0,0,0,0,-34,69,10465.136719,?,?,?,?,0.93,1
18407,'2024/04/24 13:53:53:792',23,0,0,0,0,0,0,-34,69,10465.136719,?,?,?,?,0.93,1
18408,'2024/04/24 13:53:53:794',23,0,0,0,0,0,0,-34,69,10465.136719,?,?,?,?,0.93,1
18409,'2024/04/24 13:53:53:805',23,0,0,0,0,0,0,-38,69,10465.136719,?,?,?,?,0.93,1
18410,'2024/04/24 13:53:53:816',23,0,0,0,0,0,0,-38,69,10465.136719,?,?,?,?,0.93,1
18411,'2024/04/24 13:53:53:818',23,0,0,0,0,0,0,-38,69,10465.136719,?,?,?,?,0.93,1
18412,'2024/04/24 13:53:53:839',23,0,0,0,0,0,0,-38,69,10465.136719,?,?,?,?,0.93,1
18413,'2024/04/24 13:53:53:841',23,0,0,0,0,0,0,-38,69,10465.136719,?,?,?,?,0.93,1
18414,'2024/04/24 13:53:53:845',23,0,0,0,0,0,0,-36,69,10465.136719,?,?,?,?,0.93,1
18415,'2024/04/24 13:53:53:862',23,0,0,0,0,0,0,-36,69,10465.136719,?,?,?,?,0.93,1
18416,'2024/04/24 13:53:53:864',23,0,0,0,0,0,0,-36,69,10465.136719,?,?,?,?,0.93,1
18417,'2024/04/24 13:53:53:885',23,0,0,0,0,0,0,-36,69,10465.136719,?,?,?,?,0.93,1
18418,'2024/04/24 13:53:53:889',23,0,0,0,0,0,0,-36,69,10465.136719,?,?,?,?,0.93,1
18419,'2024/04/24 13:53:53:905',23,0,0,0,0,0,0,-40,69,10465.136719,?,?,?,?,0.93,1
18420,'2024/04/24 13:53:53:908',23,0,0,0,0,0,0,-40,69,10465.136719,?,?,?,?,0.93,1
18421,'2024/04/24 13:53:53:911',23,0,0,0,0,0,0,-40,69,10465.136719,?,?,?,?,0.93,1
18422,'2024/04/24 13:53:53:925',23,0,0,0,0,0,0,-44,69,10465.136719,?,?,?,?,0.93,1
18423,'2024/04/24 13:53:53:932',23,0,0,0,0,0,0,-44,69,10465.136719,?,?,?,?,0.93,1
18424,'2024/04/24 13:53:53:934',23,0,0,0,0,0,0,-44,69,10465.136719,?,?,?,?,0.93,1
18425,'2024/04/24 13:53:53:955',23,0,0,0,0,0,0,-44,69,10465.136719,?,?,?,?,0.93,1
18426,'2024/04/24 13:53:53:958',23,0,0,0,0,0,0,-44,69,10465.136719,?,?,?,?,0.93,1
18427,'2024/04/24 13:53:53:978',23,0,0,0,0,0,0,-44,69,10465.136719,?,?,?,?,0.93,1
18428,'2024/04/24 13:53:53:981',23,0,0,0,0,0,0,-44,69,10465.136719,?,?,?,?,0.93,1
18429,'2024/04/24 13:53:53:985',23,0,0,0,0,0,0,-47,69,10465.136719,?,?,?,?,0.93,1
18430,'2024/04/24 13:53:54:002',23,0,0,0,0,0,0,-47,69,10465.136719,?,?,?,?,0.93,1
18431,'2024/04/24 13:53:54:004',23,0,0,0,0,0,0,-47,69,10465.136719,?,?,?,?,0.93,1
18432,'2024/04/24 13:53:54:025',23,0,0,0,0,0,0,-47,69,10465.136719,?,?,?,?,0.93,1
18433,'2024/04/24 13:53:54:027',23,0,0,0,0,0,0,-47,69,10465.136719,?,?,?,?,0.93,1
18434,'2024/04/24 13:53:54:045',23,0,0,0,0,0,0,-44,69,10465.136719,?,?,?,?,0.93,1
18435,'2024/04/24 13:53:54:048',23,0,0,0,0,0,0,-44,69,10465.136719,?,?,?,?,0.93,1
18436,'2024/04/24 13:53:54:050',23,0,0,0,0,0,0,-44,69,10465.136719,?,?,?,?,0.93,1
18437,'2024/04/24 13:53:54:065',23,0,0,0,0,0,0,-51,69,10465.136719,?,?,?,?,0.93,1
18438,'2024/04/24 13:53:54:071',23,0,0,0,0,0,0,-51,69,10465.136719,?,?,?,?,0.93,1
18439,'2024/04/24 13:53:54:074',23,0,0,0,0,0,0,-51,69,10465.136719,?,?,?,?,0.93,1
18440,'2024/04/24 13:53:54:094',23,0,0,0,0,0,0,-51,69,10465.136719,?,?,?,?,0.93,1
18441,'2024/04/24 13:53:54:096',23,0,0,0,0,0,0,-51,69,10465.136719,?,?,?,?,0.93,1
18442,'2024/04/24 13:53:54:118',23,0,0,0,0,0,0,-51,69,10465.136719,?,?,?,?,0.93,1
18443,'2024/04/24 13:53:54:120',23,0,0,0,0,0,0,-51,69,10465.136719,?,?,?,?,0.93,1
18444,'2024/04/24 13:53:54:125',23,0,0,0,0,0,0,-47,69,10465.136719,?,?,?,?,0.93,1
18445,'2024/04/24 13:53:54:141',23,0,0,0,0,0,0,-47,69,10465.136719,?,?,?,?,0.93,1
18446,'2024/04/24 13:53:54:143',23,0,0,0,0,0,0,-47,69,10465.136719,?,?,?,?,0.93,1
18447,'2024/04/24 13:53:54:164',23,0,0,0,0,0,0,-47,69,10465.136719,?,?,?,?,0.93,1
18448,'2024/04/24 13:53:54:166',23,0,0,0,0,0,0,-47,69,10465.136719,?,?,?,?,0.93,1
18449,'2024/04/24 13:53:54:188',23,0,0,0,0,0,0,-47,69,10465.136719,?,?,?,?,0.93,1
18450,'2024/04/24 13:53:54:190',23,0,0,0,0,0,0,-47,69,10465.136719,?,?,?,?,0.93,1
18451,'2024/04/24 13:53:54:205',23,0,0,0,0,0,0,-49,69,10465.136719,?,?,?,?,0.93,1
18452,'2024/04/24 13:53:54:210',23,0,0,0,0,0,0,-49,69,10465.136719,?,?,?,?,0.93,1
18453,'2024/04/24 13:53:54:212',23,0,0,0,0,0,0,-49,69,10465.136719,?,?,?,?,0.93,1
18454,'2024/04/24 13:53:54:225',23,0,0,0,0,0,0,-49,69,10465.136719,?,?,?,?,0.93,1
18455,'2024/04/24 13:53:54:233',23,0,0,0,0,0,0,-49,69,10465.136719,?,?,?,?,0.93,1
18456,'2024/04/24 13:53:54:236',23,0,0,0,0,0,0,-49,69,10465.136719,?,?,?,?,0.93,1
18457,'2024/04/24 13:53:54:245',23,0,0,0,0,0,0,-53,69,10465.136719,?,?,?,?,0.93,1
18458,'2024/04/24 13:53:54:257',23,0,0,0,0,0,0,-53,69,10465.136719,?,?,?,?,0.93,1
18459,'2024/04/24 13:53:54:259',23,0,0,0,0,0,0,-53,69,10465.136719,?,?,?,?,0.93,1
18460,'2024/04/24 13:53:54:265',23,0,0,0,0,0,0,-55,69,10465.136719,?,?,?,?,0.93,1
18461,'2024/04/24 13:53:54:280',23,0,0,0,0,0,0,-55,69,10465.136719,?,?,?,?,0.93,1
18462,'2024/04/24 13:53:54:282',23,0,0,0,0,0,0,-55,69,10465.136719,?,?,?,?,0.93,1
18463,'2024/04/24 13:53:54:285',23,0,0,0,0,0,0,-53,69,10465.136719,?,?,?,?,0.93,1
18464,'2024/04/24 13:53:54:303',23,0,0,0,0,0,0,-53,69,10465.136719,?,?,?,?,0.93,1
18465,'2024/04/24 13:53:54:306',23,0,0,0,0,0,0,-53,69,10465.136719,?,?,?,?,0.93,1
18466,'2024/04/24 13:53:54:306',23,0,0,0,0,0,0,-57,69,10465.136719,?,?,?,?,0.93,1
18467,'2024/04/24 13:53:54:325',23,0,0,0,0,0,0,-54,69,10465.136719,?,?,?,?,0.93,1
18468,'2024/04/24 13:53:54:326',23,0,0,0,0,0,0,-54,69,10465.136719,?,?,?,?,0.93,1
18469,'2024/04/24 13:53:54:328',23,0,0,0,0,0,0,-54,69,10465.136719,?,?,?,?,0.93,1
18470,'2024/04/24 13:53:54:345',23,0,0,0,0,0,0,-57,69,10465.136719,?,?,?,?,0.93,1
18471,'2024/04/24 13:53:54:350',23,0,0,0,0,0,0,-57,69,10465.136719,?,?,?,?,0.93,1
18472,'2024/04/24 13:53:54:352',23,0,0,0,0,0,0,-57,69,10465.136719,?,?,?,?,0.93,1
18473,'2024/04/24 13:53:54:365',23,0,0,0,0,0,0,-59,69,10465.136719,?,?,?,?,0.93,1
18474,'2024/04/24 13:53:54:373',23,0,0,0,0,0,0,-59,69,10465.136719,?,?,?,?,0.93,1
18475,'2024/04/24 13:53:54:375',23,0,0,0,0,0,0,-59,69,10465.136719,?,?,?,?,0.93,1
18476,'2024/04/24 13:53:54:385',23,0,0,0,0,0,0,-57,69,10465.136719,?,?,?,?,0.93,1
18477,'2024/04/24 13:53:54:396',23,0,0,0,0,0,0,-57,69,10465.136719,?,?,?,?,0.93,1
18478,'2024/04/24 13:53:54:398',23,0,0,0,0,0,0,-57,69,10465.136719,?,?,?,?,0.93,1
18479,'2024/04/24 13:53:54:405',23,0,0,0,0,0,0,-61,69,10465.136719,?,?,?,?,0.93,1
18480,'2024/04/24 13:53:54:419',23,0,0,0,0,0,0,-61,69,10465.136719,?,?,?,?,0.93,1
18481,'2024/04/24 13:53:54:421',23,0,0,0,0,0,0,-61,69,10465.136719,?,?,?,?,0.93,1
18482,'2024/04/24 13:53:54:425',23,0,0,0,0,0,0,-50,69,10465.136719,?,?,?,?,0.93,1
18483,'2024/04/24 13:53:54:443',23,0,0,0,0,0,0,-50,69,10465.136719,?,?,?,?,0.93,1
18484,'2024/04/24 13:53:54:445',23,0,0,0,0,0,0,-50,69,10465.136719,?,?,?,?,0.93,1
18485,'2024/04/24 13:53:54:465',23,0,0,0,0,0,0,-47,69,10465.136719,?,?,?,?,0.93,1
18486,'2024/04/24 13:53:54:466',23,0,0,0,0,0,0,-47,69,10465.136719,?,?,?,?,0.93,1
18487,'2024/04/24 13:53:54:468',23,0,0,0,0,0,0,-47,69,10465.136719,?,?,?,?,0.93,1
18488,'2024/04/24 13:53:54:485',23,0,0,0,0,0,0,-42,69,10465.136719,?,?,?,?,0.93,1
18489,'2024/04/24 13:53:54:489',23,0,0,0,0,0,0,-42,69,10465.136719,?,?,?,?,0.93,1
18490,'2024/04/24 13:53:54:491',23,0,0,0,0,0,0,-42,69,10465.136719,?,?,?,?,0.93,1
18491,'2024/04/24 13:53:54:512',23,0,0,0,0,0,0,-42,69,10465.136719,?,?,?,?,0.93,1
18492,'2024/04/24 13:53:54:514',23,0,0,0,0,0,0,-42,69,10465.136719,?,?,?,?,0.93,1
18493,'2024/04/24 13:53:54:525',23,0,0,0,0,0,0,-40,69,10465.136719,?,?,?,?,0.93,1
18494,'2024/04/24 13:53:54:535',23,0,0,0,0,0,0,-40,69,10465.136719,?,?,?,?,0.93,1
18495,'2024/04/24 13:53:54:538',23,0,0,0,0,0,0,-40,69,10465.136719,?,?,?,?,0.93,1
18496,'2024/04/24 13:53:54:545',23,0,0,0,0,0,0,-36,69,10465.136719,?,?,?,?,0.93,1
18497,'2024/04/24 13:53:54:559',23,0,0,0,0,0,0,-36,69,10465.136719,?,?,?,?,0.93,1
18498,'2024/04/24 13:53:54:561',23,0,0,0,0,0,0,-36,69,10465.136719,?,?,?,?,0.93,1
18499,'2024/04/24 13:53:54:565',23,0,0,0,0,0,0,-32,69,10465.136719,?,?,?,?,0.93,1
18500,'2024/04/24 13:53:54:582',23,0,0,0,0,0,0,-32,69,10465.136719,?,?,?,?,0.93,1
18501,'2024/04/24 13:53:54:584',23,0,0,0,0,0,0,-32,69,10465.136719,?,?,?,?,0.93,1
18502,'2024/04/24 13:53:54:585',23,0,0,0,0,0,0,-29,69,10465.136719,?,?,?,?,0.93,1
18503,'2024/04/24 13:53:54:605',23,0,0,0,0,0,0,-29,69,10465.136719,?,?,?,?,0.93,1
18504,'2024/04/24 13:53:54:605',23,0,0,0,0,0,0,-31,69,10465.136719,?,?,?,?,0.93,1
18505,'2024/04/24 13:53:54:608',23,0,0,0,0,0,0,-31,69,10465.136719,?,?,?,?,0.93,1
18506,'2024/04/24 13:53:54:628',23,0,0,0,0,0,0,-31,69,10465.136719,?,?,?,?,0.93,1
18507,'2024/04/24 13:53:54:630',23,0,0,0,0,0,0,-31,69,10465.136719,?,?,?,?,0.93,1
18508,'2024/04/24 13:53:54:645',23,0,0,0,0,0,0,-29,69,10465.136719,?,?,?,?,0.93,1
18509,'2024/04/24 13:53:54:651',23,0,0,0,0,0,0,-29,69,10465.136719,?,?,?,?,0.93,1
18510,'2024/04/24 13:53:54:653',23,0,0,0,0,0,0,-29,69,10465.136719,?,?,?,?,0.93,1
18511,'2024/04/24 13:53:54:675',23,0,0,0,0,0,0,-29,69,10465.136719,?,?,?,?,0.93,1
18512,'2024/04/24 13:53:54:678',23,0,0,0,0,0,0,-29,69,10465.136719,?,?,?,?,0.93,1
18513,'2024/04/24 13:53:54:685',23,0,0,0,0,0,0,-27,69,10465.136719,?,?,?,?,0.93,1
18514,'2024/04/24 13:53:54:698',23,0,0,0,0,0,0,-27,69,10465.136719,?,?,?,?,0.93,1
18515,'2024/04/24 13:53:54:700',23,0,0,0,0,0,0,-27,69,10465.136719,?,?,?,?,0.93,1
18516,'2024/04/24 13:53:54:705',23,0,0,0,0,0,0,-25,69,10465.136719,?,?,?,?,0.93,1
18517,'2024/04/24 13:53:54:721',23,0,0,0,0,0,0,-25,69,10465.136719,?,?,?,?,0.93,1
18518,'2024/04/24 13:53:54:723',23,0,0,0,0,0,0,-25,69,10465.136719,?,?,?,?,0.93,1
18519,'2024/04/24 13:53:54:744',23,0,0,0,0,0,0,-25,69,10465.136719,?,?,?,?,0.93,1
18520,'2024/04/24 13:53:54:745',23,0,0,0,0,0,0,-30,69,10465.136719,?,?,?,?,0.93,1
18521,'2024/04/24 13:53:54:746',23,0,0,0,0,0,0,-30,69,10465.136719,?,?,?,?,0.93,1
18522,'2024/04/24 13:53:54:768',23,0,0,0,0,0,0,-30,69,10465.136719,?,?,?,?,0.93,1
18523,'2024/04/24 13:53:54:770',23,0,0,0,0,0,0,-30,69,10465.136719,?,?,?,?,0.93,1
18524,'2024/04/24 13:53:54:785',23,0,0,0,0,0,0,-24,69,10465.136719,?,?,?,?,0.93,1
18525,'2024/04/24 13:53:54:791',23,0,0,0,0,0,0,-24,69,10465.136719,?,?,?,?,0.93,1
18526,'2024/04/24 13:53:54:793',23,0,0,0,0,0,0,-24,69,10465.136719,?,?,?,?,0.93,1
